query,vo,dataset_version,percentage,throughput
tpch_query03,vo1,tpch,100.0,27215000.0
tpch_query03,vo1,tpch_unordered10,1.0,8895348.837209301
tpch_query03,vo1,tpch_unordered10,2.0,7149532.710280374
tpch_query03,vo1,tpch_unordered10,3.0,7355769.23076923
tpch_query03,vo1,tpch_unordered10,4.0,6652173.913043478
tpch_query03,vo1,tpch_unordered10,5.0,6071428.571428572
tpch_query03,vo1,tpch_unordered10,6.0,4580838.323353293
tpch_query03,vo1,tpch_unordered10,7.0,4935483.870967741
tpch_query03,vo1,tpch_unordered10,8.0,5503597.122302158
tpch_query03,vo1,tpch_unordered10,9.0,6594827.586206897
tpch_query03,vo1,tpch_unordered10,10.0,6120000.0
tpch_query03,vo1,tpch_unordered10,11.0,2090163.9344262294
tpch_query03,vo1,tpch_unordered10,12.0,4636363.636363636
tpch_query03,vo1,tpch_unordered10,13.0,4421965.3179190755
tpch_query03,vo1,tpch_unordered10,14.0,6219512.195121951
tpch_query03,vo1,tpch_unordered10,15.0,5168918.918918919
tpch_query03,vo1,tpch_unordered10,16.0,5312500.0
tpch_query03,vo1,tpch_unordered10,17.0,5503597.122302158
tpch_query03,vo1,tpch_unordered10,18.0,5930232.558139536
tpch_query03,vo1,tpch_unordered10,19.0,2179487.1794871795
tpch_query03,vo1,tpch_unordered10,20.0,5708955.223880597
tpch_query03,vo1,tpch_unordered10,21.01,5666666.666666667
tpch_query03,vo1,tpch_unordered10,22.01,1703786.1915367483
tpch_query03,vo1,tpch_unordered10,23.01,5387323.943661972
tpch_query03,vo1,tpch_unordered10,24.01,3084677.4193548383
tpch_query03,vo1,tpch_unordered10,25.01,6483050.847457627
tpch_query03,vo1,tpch_unordered10,26.01,6538461.538461538
tpch_query03,vo1,tpch_unordered10,27.01,6375000.0
tpch_query03,vo1,tpch_unordered10,28.01,5976562.5
tpch_query03,vo1,tpch_unordered10,29.01,6169354.838709677
tpch_query03,vo1,tpch_unordered10,30.01,6219512.195121951
tpch_query03,vo1,tpch_unordered10,31.01,5625000.0
tpch_query03,vo1,tpch_unordered10,32.01,5583941.605839416
tpch_query03,vo1,tpch_unordered10,33.01,5930232.558139536
tpch_query03,vo1,tpch_unordered10,34.01,5884615.384615385
tpch_query03,vo1,tpch_unordered10,35.01,5839694.656488549
tpch_query03,vo1,tpch_unordered10,36.01,1318965.5172413792
tpch_query03,vo1,tpch_unordered10,37.01,5543478.260869565
tpch_query03,vo1,tpch_unordered10,38.01,5000000.0
tpch_query03,vo1,tpch_unordered10,39.01,4811320.754716981
tpch_query03,vo1,tpch_unordered10,40.01,5503597.122302158
tpch_query03,vo1,tpch_unordered10,41.01,5464285.714285715
tpch_query03,vo1,tpch_unordered10,42.01,5275862.068965517
tpch_query03,vo1,tpch_unordered10,43.01,5204081.632653061
tpch_query03,vo1,tpch_unordered10,44.01,5134228.187919463
tpch_query03,vo1,tpch_unordered10,45.01,5000000.0
tpch_query03,vo1,tpch_unordered10,46.01,4935483.870967741
tpch_query03,vo1,tpch_unordered10,47.01,4781250.0
tpch_query03,vo1,tpch_unordered10,48.01,4693251.533742331
tpch_query03,vo1,tpch_unordered10,49.01,4636363.636363636
tpch_query03,vo1,tpch_unordered10,50.01,4526627.218934911
tpch_query03,vo1,tpch_unordered10,51.01,913978.4946236559
tpch_query03,vo1,tpch_unordered10,52.01,3787128.712871287
tpch_query03,vo1,tpch_unordered10,53.01,4473684.2105263155
tpch_query03,vo1,tpch_unordered10,54.01,4500000.0
tpch_query03,vo1,tpch_unordered10,55.01,4608433.73493976
tpch_query03,vo1,tpch_unordered10,56.01,4553571.428571428
tpch_query03,vo1,tpch_unordered10,57.01,4580838.323353293
tpch_query03,vo1,tpch_unordered10,58.01,4580838.323353293
tpch_query03,vo1,tpch_unordered10,59.01,4526627.218934911
tpch_query03,vo1,tpch_unordered10,60.01,4553571.428571428
tpch_query03,vo1,tpch_unordered10,61.01,4473684.2105263155
tpch_query03,vo1,tpch_unordered10,62.01,4500000.0
tpch_query03,vo1,tpch_unordered10,63.01,4473684.2105263155
tpch_query03,vo1,tpch_unordered10,64.01,4447674.418604651
tpch_query03,vo1,tpch_unordered10,65.01,4421965.3179190755
tpch_query03,vo1,tpch_unordered10,66.01,4421965.3179190755
tpch_query03,vo1,tpch_unordered10,67.01,4396551.724137931
tpch_query03,vo1,tpch_unordered10,68.01,4421965.3179190755
tpch_query03,vo1,tpch_unordered10,69.01,4371428.571428572
tpch_query03,vo1,tpch_unordered10,70.01,4346590.909090909
tpch_query03,vo1,tpch_unordered10,71.01,4371428.571428572
tpch_query03,vo1,tpch_unordered10,72.01,4346590.909090909
tpch_query03,vo1,tpch_unordered10,73.01,4346590.909090909
tpch_query03,vo1,tpch_unordered10,74.01,4322033.8983050855
tpch_query03,vo1,tpch_unordered10,75.01,4180327.868852459
tpch_query03,vo1,tpch_unordered10,76.02,4297752.808988764
tpch_query03,vo1,tpch_unordered10,77.02,4157608.695652174
tpch_query03,vo1,tpch_unordered10,78.02,4250000.0
tpch_query03,vo1,tpch_unordered10,79.02,4250000.0
tpch_query03,vo1,tpch_unordered10,80.02,4273743.0167597765
tpch_query03,vo1,tpch_unordered10,81.02,4273743.0167597765
tpch_query03,vo1,tpch_unordered10,82.02,4226519.337016574
tpch_query03,vo1,tpch_unordered10,83.02,4069148.936170213
tpch_query03,vo1,tpch_unordered10,84.02,4250000.0
tpch_query03,vo1,tpch_unordered10,85.02,4250000.0
tpch_query03,vo1,tpch_unordered10,86.02,4250000.0
tpch_query03,vo1,tpch_unordered10,87.02,4203296.703296703
tpch_query03,vo1,tpch_unordered10,88.02,4250000.0
tpch_query03,vo1,tpch_unordered10,89.02,4226519.337016574
tpch_query03,vo1,tpch_unordered10,90.02,4250000.0
tpch_query03,vo1,tpch_unordered10,91.02,4226519.337016574
tpch_query03,vo1,tpch_unordered10,92.02,4226519.337016574
tpch_query03,vo1,tpch_unordered10,93.02,4203296.703296703
tpch_query03,vo1,tpch_unordered10,94.02,4250000.0
tpch_query03,vo1,tpch_unordered10,95.02,4203296.703296703
tpch_query03,vo1,tpch_unordered10,96.02,4203296.703296703
tpch_query03,vo1,tpch_unordered10,97.02,4203296.703296703
tpch_query03,vo1,tpch_unordered10,98.02,4226519.337016574
tpch_query03,vo1,tpch_unordered10,99.02,4203296.703296703
tpch_query03,vo1,tpch_unordered10,100.0,4054335.135135135
tpch_query03,vo2,jcch10,1.0,11590909.09090909
tpch_query03,vo2,jcch10,2.0,10625000.0
tpch_query03,vo2,jcch10,3.0,13189655.172413794
tpch_query03,vo2,jcch10,4.0,8225806.451612904
tpch_query03,vo2,jcch10,5.0,12338709.677419353
tpch_query03,vo2,jcch10,6.0,12540983.606557377
tpch_query03,vo2,jcch10,7.0,4608433.73493976
tpch_query03,vo2,jcch10,8.0,6830357.142857143
tpch_query03,vo2,jcch10,9.0,10065789.47368421
tpch_query03,vo2,jcch10,10.0,10337837.837837838
tpch_query03,vo2,jcch10,11.0,3214285.714285714
tpch_query03,vo2,jcch10,12.0,10774647.887323944
tpch_query03,vo2,jcch10,13.0,10928571.42857143
tpch_query03,vo2,jcch10,14.0,7574257.425742574
tpch_query03,vo2,jcch10,15.0,10337837.837837838
tpch_query03,vo2,jcch10,16.0,11590909.09090909
tpch_query03,vo2,jcch10,17.0,11250000.0
tpch_query03,vo2,jcch10,18.0,11086956.52173913
tpch_query03,vo2,jcch10,19.0,11086956.52173913
tpch_query03,vo2,jcch10,20.0,1804245.283018868
tpch_query03,vo2,jcch10,21.0,13421052.631578946
tpch_query03,vo2,jcch10,22.0,13189655.172413794
tpch_query03,vo2,jcch10,23.0,12966101.694915254
tpch_query03,vo2,jcch10,24.0,11250000.0
tpch_query03,vo2,jcch10,25.0,10774647.887323944
tpch_query03,vo2,jcch10,26.0,10065789.47368421
tpch_query03,vo2,jcch10,27.0,9444444.444444446
tpch_query03,vo2,jcch10,28.0,9562500.0
tpch_query03,vo2,jcch10,29.0,9329268.292682927
tpch_query03,vo2,jcch10,30.0,9329268.292682927
tpch_query03,vo2,jcch10,31.0,9216867.46987952
tpch_query03,vo2,jcch10,32.0,9107142.857142856
tpch_query03,vo2,jcch10,33.0,4781250.0
tpch_query03,vo2,jcch10,34.0,9683544.303797469
tpch_query03,vo2,jcch10,35.0,9683544.303797469
tpch_query03,vo2,jcch10,36.0,9216867.46987952
tpch_query03,vo2,jcch10,37.0,9329268.292682927
tpch_query03,vo2,jcch10,38.0,937500.0
tpch_query03,vo2,jcch10,39.0,10337837.837837838
tpch_query03,vo2,jcch10,40.0,10625000.0
tpch_query03,vo2,jcch10,41.0,10479452.054794522
tpch_query03,vo2,jcch10,42.0,17386363.636363637
tpch_query03,vo2,jcch10,43.0,19615384.615384616
tpch_query03,vo2,jcch10,44.0,19125000.0
tpch_query03,vo2,jcch10,45.0,20131578.94736842
tpch_query03,vo2,jcch10,46.0,19615384.615384616
tpch_query03,vo2,jcch10,47.0,28333333.333333332
tpch_query03,vo2,jcch10,48.0,51000000.0
tpch_query03,vo2,jcch10,49.0,51000000.0
tpch_query03,vo2,jcch10,50.0,51000000.0
tpch_query03,vo2,jcch10,51.0,25500000.0
tpch_query03,vo2,jcch10,52.0,4026315.789473684
tpch_query03,vo2,jcch10,53.0,20675675.675675675
tpch_query03,vo2,jcch10,54.0,20675675.675675675
tpch_query03,vo2,jcch10,55.0,20675675.675675675
tpch_query03,vo2,jcch10,56.0,21250000.0
tpch_query03,vo2,jcch10,57.0,20675675.675675675
tpch_query03,vo2,jcch10,58.0,20675675.675675675
tpch_query03,vo2,jcch10,59.0,21250000.0
tpch_query03,vo2,jcch10,60.0,20675675.675675675
tpch_query03,vo2,jcch10,61.0,20131578.94736842
tpch_query03,vo2,jcch10,62.0,20675675.675675675
tpch_query03,vo2,jcch10,63.0,20131578.94736842
tpch_query03,vo2,jcch10,64.0,20131578.94736842
tpch_query03,vo2,jcch10,65.0,21250000.0
tpch_query03,vo2,jcch10,66.0,47812500.0
tpch_query03,vo2,jcch10,67.0,51000000.0
tpch_query03,vo2,jcch10,68.0,47812500.0
tpch_query03,vo2,jcch10,69.0,36428571.428571425
tpch_query03,vo2,jcch10,70.0,18658536.585365854
tpch_query03,vo2,jcch10,71.0,19125000.0
tpch_query03,vo2,jcch10,72.0,19615384.615384616
tpch_query03,vo2,jcch10,73.0,19125000.0
tpch_query03,vo2,jcch10,74.0,19125000.0
tpch_query03,vo2,jcch10,75.0,17386363.636363637
tpch_query03,vo2,jcch10,76.0,20131578.94736842
tpch_query03,vo2,jcch10,77.0,28333333.333333332
tpch_query03,vo2,jcch10,78.0,45000000.0
tpch_query03,vo2,jcch10,79.0,51000000.0
tpch_query03,vo2,jcch10,80.0,51000000.0
tpch_query03,vo2,jcch10,81.0,26379310.34482759
tpch_query03,vo2,jcch10,82.0,18658536.585365854
tpch_query03,vo2,jcch10,83.0,2256637.168141593
tpch_query03,vo2,jcch10,84.0,21250000.0
tpch_query03,vo2,jcch10,85.0,20675675.675675675
tpch_query03,vo2,jcch10,86.0,21250000.0
tpch_query03,vo2,jcch10,87.0,20675675.675675675
tpch_query03,vo2,jcch10,88.0,19615384.615384616
tpch_query03,vo2,jcch10,89.0,13189655.172413794
tpch_query03,vo2,jcch10,90.0,20131578.94736842
tpch_query03,vo2,jcch10,91.0,20675675.675675675
tpch_query03,vo2,jcch10,92.0,21250000.0
tpch_query03,vo2,jcch10,93.0,20131578.94736842
tpch_query03,vo2,jcch10,94.0,13909090.90909091
tpch_query03,vo2,jcch10,95.0,17790697.674418602
tpch_query03,vo2,jcch10,96.0,47812500.0
tpch_query03,vo2,jcch10,97.0,47812500.0
tpch_query03,vo2,jcch10,98.0,47812500.0
tpch_query03,vo2,jcch10,99.0,34772727.27272727
tpch_query03,vo2,jcch10,100.0,20105263.157894738
tpch_query03,vo2,jcch1,1.02,15400000.0
tpch_query03,vo2,jcch1,2.03,15400000.0
tpch_query03,vo2,jcch1,3.03,12833333.333333334
tpch_query03,vo2,jcch1,4.04,19250000.0
tpch_query03,vo2,jcch1,5.05,8555555.555555554
tpch_query03,vo2,jcch1,6.05,15400000.0
tpch_query03,vo2,jcch1,7.06,15400000.0
tpch_query03,vo2,jcch1,8.07,5133333.333333333
tpch_query03,vo2,jcch1,9.07,19250000.0
tpch_query03,vo2,jcch1,10.08,12833333.333333334
tpch_query03,vo2,jcch1,11.08,12833333.333333334
tpch_query03,vo2,jcch1,12.09,15400000.0
tpch_query03,vo2,jcch1,13.1,11000000.0
tpch_query03,vo2,jcch1,14.1,2961538.4615384615
tpch_query03,vo2,jcch1,15.11,12833333.333333334
tpch_query03,vo2,jcch1,16.12,11000000.0
tpch_query03,vo2,jcch1,17.12,9625000.0
tpch_query03,vo2,jcch1,18.13,12833333.333333334
tpch_query03,vo2,jcch1,19.14,12833333.333333334
tpch_query03,vo2,jcch1,20.14,12833333.333333334
tpch_query03,vo2,jcch1,21.15,11000000.0
tpch_query03,vo2,jcch1,22.16,12833333.333333334
tpch_query03,vo2,jcch1,23.16,11000000.0
tpch_query03,vo2,jcch1,24.17,7700000.0
tpch_query03,vo2,jcch1,25.18,1571428.5714285714
tpch_query03,vo2,jcch1,26.18,12833333.333333334
tpch_query03,vo2,jcch1,27.19,12833333.333333334
tpch_query03,vo2,jcch1,28.2,11000000.0
tpch_query03,vo2,jcch1,29.2,12833333.333333334
tpch_query03,vo2,jcch1,30.21,12833333.333333334
tpch_query03,vo2,jcch1,31.22,12833333.333333334
tpch_query03,vo2,jcch1,32.22,11000000.0
tpch_query03,vo2,jcch1,33.23,11000000.0
tpch_query03,vo2,jcch1,34.24,12833333.333333334
tpch_query03,vo2,jcch1,35.24,11000000.0
tpch_query03,vo2,jcch1,36.25,11000000.0
tpch_query03,vo2,jcch1,37.25,11000000.0
tpch_query03,vo2,jcch1,38.26,5133333.333333333
tpch_query03,vo2,jcch1,39.27,11000000.0
tpch_query03,vo2,jcch1,40.27,12833333.333333334
tpch_query03,vo2,jcch1,41.28,11000000.0
tpch_query03,vo2,jcch1,42.29,77000000.0
tpch_query03,vo2,jcch1,43.29,38500000.0
tpch_query03,vo2,jcch1,44.3,38500000.0
tpch_query03,vo2,jcch1,45.31,38500000.0
tpch_query03,vo2,jcch1,46.31,19250000.0
tpch_query03,vo2,jcch1,47.32,25666666.666666668
tpch_query03,vo2,jcch1,48.33,19250000.0
tpch_query03,vo2,jcch1,49.33,19250000.0
tpch_query03,vo2,jcch1,50.34,19250000.0
tpch_query03,vo2,jcch1,51.35,77000000.0
tpch_query03,vo2,jcch1,52.35,38500000.0
tpch_query03,vo2,jcch1,53.36,77000000.0
tpch_query03,vo2,jcch1,54.37,38500000.0
tpch_query03,vo2,jcch1,55.37,19250000.0
tpch_query03,vo2,jcch1,56.38,19250000.0
tpch_query03,vo2,jcch1,57.39,19250000.0
tpch_query03,vo2,jcch1,58.39,19250000.0
tpch_query03,vo2,jcch1,59.4,19250000.0
tpch_query03,vo2,jcch1,60.41,19250000.0
tpch_query03,vo2,jcch1,61.41,19250000.0
tpch_query03,vo2,jcch1,62.42,3666666.6666666665
tpch_query03,vo2,jcch1,63.42,25666666.666666668
tpch_query03,vo2,jcch1,64.43,25666666.666666668
tpch_query03,vo2,jcch1,65.44,19250000.0
tpch_query03,vo2,jcch1,66.44,19250000.0
tpch_query03,vo2,jcch1,67.45,19250000.0
tpch_query03,vo2,jcch1,68.46,38500000.0
tpch_query03,vo2,jcch1,69.46,77000000.0
tpch_query03,vo2,jcch1,70.47,38500000.0
tpch_query03,vo2,jcch1,71.48,77000000.0
tpch_query03,vo2,jcch1,72.48,19250000.0
tpch_query03,vo2,jcch1,73.49,19250000.0
tpch_query03,vo2,jcch1,74.5,19250000.0
tpch_query03,vo2,jcch1,75.5,19250000.0
tpch_query03,vo2,jcch1,76.51,19250000.0
tpch_query03,vo2,jcch1,77.52,19250000.0
tpch_query03,vo2,jcch1,78.52,19250000.0
tpch_query03,vo2,jcch1,79.53,19250000.0
tpch_query03,vo2,jcch1,80.54,19250000.0
tpch_query03,vo2,jcch1,81.54,19250000.0
tpch_query03,vo2,jcch1,82.55,19250000.0
tpch_query03,vo2,jcch1,83.56,15400000.0
tpch_query03,vo2,jcch1,84.56,19250000.0
tpch_query03,vo2,jcch1,85.57,38500000.0
tpch_query03,vo2,jcch1,86.58,38500000.0
tpch_query03,vo2,jcch1,87.58,77000000.0
tpch_query03,vo2,jcch1,88.59,38500000.0
tpch_query03,vo2,jcch1,89.59,25666666.666666668
tpch_query03,vo2,jcch1,90.6,19250000.0
tpch_query03,vo2,jcch1,91.61,19250000.0
tpch_query03,vo2,jcch1,92.61,15400000.0
tpch_query03,vo2,jcch1,93.62,19250000.0
tpch_query03,vo2,jcch1,94.63,19250000.0
tpch_query03,vo2,jcch1,95.63,19250000.0
tpch_query03,vo2,jcch1,96.64,15400000.0
tpch_query03,vo2,jcch1,97.65,1833333.3333333333
tpch_query03,vo2,jcch1,98.65,19250000.0
tpch_query03,vo2,jcch1,99.66,25666666.666666668
tpch_query03,vo2,jcch1,100.0,26000000.0
tpch_query03,vo2,jcch_unordered10,1.0,8315217.391304348
tpch_query03,vo2,jcch_unordered10,2.0,7355769.23076923
tpch_query03,vo2,jcch_unordered10,3.0,9562500.0
tpch_query03,vo2,jcch_unordered10,4.0,5239726.027397261
tpch_query03,vo2,jcch_unordered10,5.0,9444444.444444446
tpch_query03,vo2,jcch_unordered10,6.0,8225806.451612904
tpch_query03,vo2,jcch_unordered10,7.0,3805970.1492537316
tpch_query03,vo2,jcch_unordered10,8.0,3608490.566037736
tpch_query03,vo2,jcch_unordered10,9.0,5387323.943661972
tpch_query03,vo2,jcch_unordered10,10.0,5100000.0
tpch_query03,vo2,jcch_unordered10,11.0,2256637.168141593
tpch_query03,vo2,jcch_unordered10,12.0,6830357.142857143
tpch_query03,vo2,jcch_unordered10,13.0,3608490.566037736
tpch_query03,vo2,jcch_unordered10,14.0,7149532.710280374
tpch_query03,vo2,jcch_unordered10,15.0,6830357.142857143
tpch_query03,vo2,jcch_unordered10,16.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,17.0,5976562.5
tpch_query03,vo2,jcch_unordered10,18.0,5976562.5
tpch_query03,vo2,jcch_unordered10,19.0,5795454.545454545
tpch_query03,vo2,jcch_unordered10,20.0,1214285.7142857143
tpch_query03,vo2,jcch_unordered10,21.0,6538461.538461538
tpch_query03,vo2,jcch_unordered10,22.0,6710526.315789473
tpch_query03,vo2,jcch_unordered10,23.0,6652173.913043478
tpch_query03,vo2,jcch_unordered10,24.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,25.0,6071428.571428572
tpch_query03,vo2,jcch_unordered10,26.0,2013157.894736842
tpch_query03,vo2,jcch_unordered10,27.0,6652173.913043478
tpch_query03,vo2,jcch_unordered10,28.0,6538461.538461538
tpch_query03,vo2,jcch_unordered10,29.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,30.0,6322314.049586777
tpch_query03,vo2,jcch_unordered10,31.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,32.0,5795454.545454545
tpch_query03,vo2,jcch_unordered10,33.0,5976562.5
tpch_query03,vo2,jcch_unordered10,34.0,5625000.0
tpch_query03,vo2,jcch_unordered10,35.0,4935483.870967741
tpch_query03,vo2,jcch_unordered10,36.0,5625000.0
tpch_query03,vo2,jcch_unordered10,37.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,38.0,596258.7685113016
tpch_query03,vo2,jcch_unordered10,39.0,4722222.222222223
tpch_query03,vo2,jcch_unordered10,40.0,6120000.0
tpch_query03,vo2,jcch_unordered10,41.0,6538461.538461538
tpch_query03,vo2,jcch_unordered10,42.0,7886597.93814433
tpch_query03,vo2,jcch_unordered10,43.0,8138297.872340426
tpch_query03,vo2,jcch_unordered10,44.0,7886597.93814433
tpch_query03,vo2,jcch_unordered10,45.0,7968750.0
tpch_query03,vo2,jcch_unordered10,46.0,7886597.93814433
tpch_query03,vo2,jcch_unordered10,47.0,7727272.727272727
tpch_query03,vo2,jcch_unordered10,48.0,7355769.23076923
tpch_query03,vo2,jcch_unordered10,49.0,7285714.285714285
tpch_query03,vo2,jcch_unordered10,50.0,6169354.838709677
tpch_query03,vo2,jcch_unordered10,51.0,7285714.285714285
tpch_query03,vo2,jcch_unordered10,52.0,7149532.710280374
tpch_query03,vo2,jcch_unordered10,53.0,1050824.1758241758
tpch_query03,vo2,jcch_unordered10,54.0,5066225.165562915
tpch_query03,vo2,jcch_unordered10,55.0,7018348.623853211
tpch_query03,vo2,jcch_unordered10,56.0,6483050.847457627
tpch_query03,vo2,jcch_unordered10,57.0,6120000.0
tpch_query03,vo2,jcch_unordered10,58.0,6710526.315789473
tpch_query03,vo2,jcch_unordered10,59.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,60.0,6428571.428571428
tpch_query03,vo2,jcch_unordered10,61.0,6652173.913043478
tpch_query03,vo2,jcch_unordered10,62.0,6594827.586206897
tpch_query03,vo2,jcch_unordered10,63.0,6322314.049586777
tpch_query03,vo2,jcch_unordered10,64.0,6375000.0
tpch_query03,vo2,jcch_unordered10,65.0,6322314.049586777
tpch_query03,vo2,jcch_unordered10,66.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,67.0,6270491.803278688
tpch_query03,vo2,jcch_unordered10,68.0,6120000.0
tpch_query03,vo2,jcch_unordered10,69.0,6071428.571428572
tpch_query03,vo2,jcch_unordered10,70.0,6120000.0
tpch_query03,vo2,jcch_unordered10,71.0,6023622.047244094
tpch_query03,vo2,jcch_unordered10,72.0,5884615.384615385
tpch_query03,vo2,jcch_unordered10,73.0,5976562.5
tpch_query03,vo2,jcch_unordered10,74.0,5795454.545454545
tpch_query03,vo2,jcch_unordered10,75.0,5839694.656488549
tpch_query03,vo2,jcch_unordered10,76.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,77.0,5425531.914893617
tpch_query03,vo2,jcch_unordered10,78.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,79.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,80.0,5666666.666666667
tpch_query03,vo2,jcch_unordered10,81.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,82.0,5708955.223880597
tpch_query03,vo2,jcch_unordered10,83.0,5625000.0
tpch_query03,vo2,jcch_unordered10,84.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,85.0,5425531.914893617
tpch_query03,vo2,jcch_unordered10,86.0,5666666.666666667
tpch_query03,vo2,jcch_unordered10,87.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,88.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,89.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,90.0,5349650.3496503495
tpch_query03,vo2,jcch_unordered10,91.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,92.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,93.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,94.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,95.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,96.0,5543478.260869565
tpch_query03,vo2,jcch_unordered10,97.0,5503597.122302158
tpch_query03,vo2,jcch_unordered10,98.0,5543478.260869565
tpch_query03,vo2,jcch_unordered10,99.0,5583941.605839416
tpch_query03,vo2,jcch_unordered10,100.0,5576642.3357664235
tpch_query03,vo2,tpch10,1.0,11417910.447761195
tpch_query03,vo2,tpch10,2.0,10200000.0
tpch_query03,vo2,tpch10,3.0,12540983.606557377
tpch_query03,vo2,tpch10,4.0,8406593.406593407
tpch_query03,vo2,tpch10,5.0,12750000.0
tpch_query03,vo2,tpch10,6.0,10928571.42857143
tpch_query03,vo2,tpch10,7.0,5839694.656488549
tpch_query03,vo2,tpch10,8.0,10200000.0
tpch_query03,vo2,tpch10,9.0,9807692.307692308
tpch_query03,vo2,tpch10,10.0,8315217.391304348
tpch_query03,vo2,tpch10,11.0,3787128.712871287
tpch_query03,vo2,tpch10,12.0,9216867.46987952
tpch_query03,vo2,tpch10,13.0,8406593.406593407
tpch_query03,vo2,tpch10,14.0,7574257.425742574
tpch_query03,vo2,tpch10,15.0,8138297.872340426
tpch_query03,vo2,tpch10,16.0,9216867.46987952
tpch_query03,vo2,tpch10,17.0,6428571.428571428
tpch_query03,vo2,tpch10,18.0,9562500.0
tpch_query03,vo2,tpch10,19.0,1898263.0272952854
tpch_query03,vo2,tpch10,20.0,10479452.054794522
tpch_query03,vo2,tpch10,21.01,10928571.42857143
tpch_query03,vo2,tpch10,22.01,10625000.0
tpch_query03,vo2,tpch10,23.01,10479452.054794522
tpch_query03,vo2,tpch10,24.01,10625000.0
tpch_query03,vo2,tpch10,25.01,9935064.935064934
tpch_query03,vo2,tpch10,26.01,9935064.935064934
tpch_query03,vo2,tpch10,27.01,9444444.444444446
tpch_query03,vo2,tpch10,28.01,9216867.46987952
tpch_query03,vo2,tpch10,29.01,8693181.818181818
tpch_query03,vo2,tpch10,30.01,8895348.837209301
tpch_query03,vo2,tpch10,31.01,8225806.451612904
tpch_query03,vo2,tpch10,32.01,4751552.795031056
tpch_query03,vo2,tpch10,33.01,9216867.46987952
tpch_query03,vo2,tpch10,34.01,9329268.292682927
tpch_query03,vo2,tpch10,35.01,9329268.292682927
tpch_query03,vo2,tpch10,36.01,963476.0705289673
tpch_query03,vo2,tpch10,37.01,10774647.887323944
tpch_query03,vo2,tpch10,38.01,10928571.42857143
tpch_query03,vo2,tpch10,39.01,10774647.887323944
tpch_query03,vo2,tpch10,40.01,10479452.054794522
tpch_query03,vo2,tpch10,41.01,10479452.054794522
tpch_query03,vo2,tpch10,42.01,17790697.674418602
tpch_query03,vo2,tpch10,43.01,21250000.0
tpch_query03,vo2,tpch10,44.01,23181818.18181818
tpch_query03,vo2,tpch10,45.01,21250000.0
tpch_query03,vo2,tpch10,46.01,21250000.0
tpch_query03,vo2,tpch10,47.01,21250000.0
tpch_query03,vo2,tpch10,48.01,21250000.0
tpch_query03,vo2,tpch10,49.01,17000000.0
tpch_query03,vo2,tpch10,50.01,20675675.675675675
tpch_query03,vo2,tpch10,51.01,20675675.675675675
tpch_query03,vo2,tpch10,52.01,4112903.225806452
tpch_query03,vo2,tpch10,53.01,16276595.744680852
tpch_query03,vo2,tpch10,54.01,21857142.85714286
tpch_query03,vo2,tpch10,55.01,21857142.85714286
tpch_query03,vo2,tpch10,56.01,20675675.675675675
tpch_query03,vo2,tpch10,57.01,21857142.85714286
tpch_query03,vo2,tpch10,58.01,21250000.0
tpch_query03,vo2,tpch10,59.01,21857142.85714286
tpch_query03,vo2,tpch10,60.01,21250000.0
tpch_query03,vo2,tpch10,61.01,21857142.85714286
tpch_query03,vo2,tpch10,62.01,21250000.0
tpch_query03,vo2,tpch10,63.01,21250000.0
tpch_query03,vo2,tpch10,64.01,20131578.94736842
tpch_query03,vo2,tpch10,65.01,20131578.94736842
tpch_query03,vo2,tpch10,66.01,20131578.94736842
tpch_query03,vo2,tpch10,67.01,20131578.94736842
tpch_query03,vo2,tpch10,68.01,20131578.94736842
tpch_query03,vo2,tpch10,69.01,20131578.94736842
tpch_query03,vo2,tpch10,70.01,19615384.615384616
tpch_query03,vo2,tpch10,71.01,20131578.94736842
tpch_query03,vo2,tpch10,72.01,20675675.675675675
tpch_query03,vo2,tpch10,73.01,20131578.94736842
tpch_query03,vo2,tpch10,74.01,20131578.94736842
tpch_query03,vo2,tpch10,75.01,20675675.675675675
tpch_query03,vo2,tpch10,76.02,13660714.285714285
tpch_query03,vo2,tpch10,77.02,20131578.94736842
tpch_query03,vo2,tpch10,78.02,20131578.94736842
tpch_query03,vo2,tpch10,79.02,20675675.675675675
