rows,inserts,deletes,duration_ms
1,0,1,2.98663
6929,6929,0,0.38357
1732,1732,0,0.05736
173,173,0,0.190884
1,1,0,1.74764
6929,6929,0,0.375695
1732,1732,0,0.201896
173,173,0,0.194732
1,0,1,2.83819
6929,6929,0,0.364565
1732,1732,0,0.047292
173,173,0,0.187833
1,1,0,1.67325
6929,6929,0,0.411377
1732,1732,0,0.150987
173,173,0,0.202458
1,0,1,2.83435
6929,6929,0,0.379262
1732,1732,0,0.05506
173,173,0,0.190954
1,1,0,1.5932
6929,6929,0,0.392556
1732,1732,0,0.147003
173,173,0,0.195585
1,0,1,2.92984
6929,6929,0,0.38334
1732,1732,0,0.055937
173,173,0,0.204613
1,1,0,1.68487
6929,6929,0,0.396308
1732,1732,0,0.169569
173,173,0,0.202634
1,0,1,2.65001
6929,6929,0,0.389162
1732,1732,0,0.055091
173,173,0,0.191589
1,1,0,1.57054
6929,6929,0,0.381771
1732,1732,0,0.154485
173,173,0,0.197283
1,0,1,2.99375
6929,6929,0,0.372172
1732,1732,0,0.064213
173,173,0,0.199958
1,1,0,1.67515
6929,6929,0,0.39427
1732,1732,0,0.160584
173,173,0,0.673442
1,0,1,3.09518
6929,6929,0,0.383852
1732,1732,0,0.05708
173,173,0,0.198762
1,1,0,1.7078
6929,6929,0,0.395992
1732,1732,0,0.179958
173,173,0,0.196596
1,0,1,2.99404
6929,6929,0,0.406582
1732,1732,0,0.059116
173,173,0,0.203875
1,1,0,1.674
6929,6929,0,0.404644
1732,1732,0,0.165216
173,173,0,0.206714
1,0,1,2.17252
6929,6929,0,0.380227
1732,1732,0,0.05678
173,173,0,0.198877
1,1,0,1.40187
6929,6929,0,0.390965
1732,1732,0,0.142506
173,173,0,0.205919
1,0,1,3.23336
6929,6929,0,0.386833
1732,1732,0,0.06544
173,173,0,0.218732
1,1,0,1.83477
6929,6929,0,0.383699
1732,1732,0,0.200043
173,173,0,0.199252
1,0,1,2.98958
6929,6929,0,0.382605
1732,1732,0,0.062665
173,173,0,0.193184
1,1,0,1.69398
6929,6929,0,0.389553
1732,1732,0,0.158764
173,173,0,0.210786
1,0,1,3.12476
6929,6929,0,0.3755
1732,1732,0,0.061668
173,173,0,0.207195
1,1,0,1.75948
6929,6929,0,0.383712
1732,1732,0,0.168057
173,173,0,0.209346
1,0,1,2.75123
6929,6929,0,0.381985
1732,1732,0,0.064438
173,173,0,0.199818
1,1,0,1.62915
6929,6929,0,0.420894
1732,1732,0,0.162781
173,173,0,0.197589
1,0,1,3.26498
6929,6929,0,0.390986
1732,1732,0,0.067902
173,173,0,0.204753
1,1,0,1.76546
6929,6929,0,0.402805
1732,1732,0,0.167216
173,173,0,0.209135
1,0,1,3.17553
6929,6929,0,0.393028
1732,1732,0,0.0634
173,173,0,0.203689
1,1,0,1.81743
6929,6929,0,0.401304
1732,1732,0,0.186766
173,173,0,0.213852
1,0,1,3.34359
6929,6929,0,0.406062
1732,1732,0,0.052076
173,173,0,0.201319
1,1,0,1.8854
6929,6929,0,0.435319
1732,1732,0,0.187406
173,173,0,0.20383
1,0,1,3.37818
6929,6929,0,0.393235
1732,1732,0,0.060316
173,173,0,0.21024
1,1,0,1.93724
6929,6929,0,0.41822
1732,1732,0,0.189178
173,173,0,0.208997
1,0,1,3.25695
6929,6929,0,0.401209
1732,1732,0,0.063023
173,173,0,0.198233
1,1,0,1.81271
6929,6929,0,0.425127
1732,1732,0,0.182284
173,173,0,0.234045
1,0,1,3.25937
6929,6929,0,16.3253
1732,1732,0,0.073243
173,173,0,0.23472
1,1,0,2.91225
6929,6929,0,0.777389
1732,1732,0,0.233191
173,173,0,0.230722
1,0,1,3.90516
6929,6929,0,0.349288
1732,1732,0,0.068497
173,173,0,0.207965
1,1,0,1.95456
6929,6929,0,0.352906
1732,1732,0,0.189856
173,173,0,0.215378
1,0,1,2.28832
6929,6929,0,0.335039
1732,1732,0,0.057942
173,173,0,0.210292
1,1,0,1.43927
6929,6929,0,0.362602
1732,1732,0,0.126793
173,173,0,0.228083
1,0,1,3.6414
6929,6929,0,0.320691
1732,1732,0,0.062946
173,173,0,0.209093
1,1,0,1.92579
6929,6929,0,0.33057
1732,1732,0,0.196806
173,173,0,0.207339
1,0,1,3.66671
6929,6929,0,0.328652
1732,1732,0,0.056742
173,173,0,0.199687
1,1,0,1.96587
6929,6929,0,0.332268
1732,1732,0,0.201224
173,173,0,0.20317
1,0,1,2.57603
6929,6929,0,0.320076
1732,1732,0,0.05833
173,173,0,0.198411
1,1,0,1.57611
6929,6929,0,0.345092
1732,1732,0,0.132094
173,173,0,0.212981
1,0,1,3.68962
6929,6929,0,0.33029
1732,1732,0,0.053369
173,173,0,0.19934
1,1,0,1.99234
6929,6929,0,0.336469
1732,1732,0,0.177802
173,173,0,0.208553
1,0,1,3.81242
6929,6929,0,0.346097
1732,1732,0,0.063723
173,173,0,0.222044
1,1,0,2.11615
6929,6929,0,0.382301
1732,1732,0,0.177386
173,173,0,0.244878
1,0,1,3.73183
6929,6929,0,0.375937
1732,1732,0,0.064014
173,173,0,0.213705
1,1,0,1.97548
6929,6929,0,0.397274
1732,1732,0,0.174072
173,173,0,0.221717
1,0,1,3.64202
6929,6929,0,0.329876
1732,1732,0,0.060358
173,173,0,0.198899
1,1,0,1.96872
6929,6929,0,0.361049
1732,1732,0,0.181536
173,173,0,0.203062
1,0,1,3.8606
6929,6929,0,0.331749
1732,1732,0,0.064573
173,173,0,0.198999
1,1,0,2.08918
6929,6929,0,0.379728
1732,1732,0,0.193224
173,173,0,0.201333
1,0,1,3.68206
6929,6929,0,0.324582
1732,1732,0,0.065078
173,173,0,0.207547
1,1,0,1.97618
6929,6929,0,0.399595
1732,1732,0,0.202133
173,173,0,0.211562
1,0,1,3.83131
6929,6929,0,0.340653
1732,1732,0,0.062598
173,173,0,0.205142
1,1,0,2.05094
6929,6929,0,0.373863
1732,1732,0,0.171072
173,173,0,0.220101
1,0,1,2.7927
6929,6929,0,0.334476
1732,1732,0,0.062669
173,173,0,0.203149
1,1,0,1.61766
6929,6929,0,0.357295
1732,1732,0,0.122669
173,173,0,0.203291
1,0,1,3.92528
6929,6929,0,0.34406
1732,1732,0,0.055124
173,173,0,0.198769
1,1,0,2.17178
6929,6929,0,0.372744
1732,1732,0,0.215994
173,173,0,0.238191
1,0,1,3.70194
6929,6929,0,0.343152
1732,1732,0,0.059501
173,173,0,0.203402
1,1,0,2.00836
6929,6929,0,0.360494
1732,1732,0,0.187293
173,173,0,0.216233
1,0,1,3.82419
6929,6929,0,0.345911
1732,1732,0,0.068173
173,173,0,0.208705
1,1,0,2.07395
6929,6929,0,0.342421
1732,1732,0,0.205293
173,173,0,0.229633
1,0,1,3.78331
6929,6929,0,0.337303
1732,1732,0,0.057869
173,173,0,0.253725
1,1,0,2.13763
6929,6929,0,0.358426
1732,1732,0,0.185781
173,173,0,0.228292
1,0,1,3.85024
6929,6929,0,0.34782
1732,1732,0,0.059544
173,173,0,0.215555
1,1,0,2.10056
6929,6929,0,0.371242
1732,1732,0,0.186344
173,173,0,0.214941
1,0,1,4.18676
6929,6929,0,0.34553
1732,1732,0,0.063386
173,173,0,0.212403
1,1,0,2.16593
6929,6929,0,0.359707
1732,1732,0,0.205494
173,173,0,0.213788
1,0,1,3.9168
6929,6929,0,0.342591
1732,1732,0,0.071829
173,173,0,0.220388
1,1,0,2.15518
6929,6929,0,0.374217
1732,1732,0,0.196391
173,173,0,0.237639
1,0,1,3.88518
6929,6929,0,0.341546
1732,1732,0,0.062035
173,173,0,0.225698
1,1,0,2.12829
6929,6929,0,0.372561
1732,1732,0,0.18435
173,173,0,0.218219
1,0,1,4.31391
6929,6929,0,0.350267
1732,1732,0,0.068463
173,173,0,0.21177
1,1,0,2.18008
6929,6929,0,0.356284
1732,1732,0,0.809023
173,173,0,0.233242
1,0,1,4.11155
6929,6929,0,0.359289
1732,1732,0,0.071764
173,173,0,0.222509
1,1,0,2.17936
6929,6929,0,0.384631
1732,1732,0,0.182641
173,173,0,0.226819
1,0,1,4.05112
6929,6929,0,0.352611
1732,1732,0,0.059329
173,173,0,0.210991
1,1,0,2.16897
6929,6929,0,0.39988
1732,1732,0,0.207098
173,173,0,0.229243
1,0,1,4.06557
6929,6929,0,0.34034
1732,1732,0,0.059077
173,173,0,0.211214
1,1,0,2.09623
6929,6929,0,0.41494
1732,1732,0,0.180088
173,173,0,0.218931
1,0,1,4.34584
6929,6929,0,0.359459
1732,1732,0,0.06833
173,173,0,0.2218
1,1,0,2.37414
6929,6929,0,0.394383
1732,1732,0,0.208999
173,173,0,0.22894
1,0,1,4.10279
6929,6929,0,0.369674
1732,1732,0,0.0629
173,173,0,0.20682
1,1,0,2.20732
6929,6929,0,0.406517
1732,1732,0,0.190338
173,173,0,0.223306
1,0,1,4.46769
6929,6929,0,0.346104
1732,1732,0,0.065363
173,173,0,0.212699
1,1,0,2.40801
6929,6929,0,0.373385
1732,1732,0,0.192002
173,173,0,0.230927
1,0,1,4.38269
6929,6929,0,0.36352
1732,1732,0,0.067842
173,173,0,0.215811
1,1,0,2.40876
6929,6929,0,0.380369
1732,1732,0,0.204528
173,173,0,0.224108
1,0,1,4.19979
6929,6929,0,0.381443
1732,1732,0,0.068481
173,173,0,0.238411
1,1,0,2.36609
6929,6929,0,0.388957
1732,1732,0,0.208238
173,173,0,0.238335
1,0,1,4.33636
6929,6929,0,0.353401
1732,1732,0,0.069569
173,173,0,0.21777
1,1,0,2.43789
6929,6929,0,0.399687
1732,1732,0,0.213299
173,173,0,0.231869
1,0,1,4.53359
6929,6929,0,0.370683
1732,1732,0,0.066942
173,173,0,0.216065
1,1,0,2.34763
6929,6929,0,0.397481
1732,1732,0,0.2017
173,173,0,0.235029
1,0,1,4.49207
6929,6929,0,0.376838
1732,1732,0,0.063111
173,173,0,0.225826
1,1,0,2.42182
6929,6929,0,0.381331
1732,1732,0,0.202733
173,173,0,0.237032
1,0,1,4.63651
6929,6929,0,0.358492
1732,1732,0,0.072659
173,173,0,0.239572
1,1,0,2.57715
6929,6929,0,0.382958
1732,1732,0,0.222103
173,173,0,0.238794
1,0,1,4.66383
6929,6929,0,0.385786
1732,1732,0,0.06542
173,173,0,0.218769
1,1,0,2.40055
6929,6929,0,0.394138
1732,1732,0,0.213404
173,173,0,0.23887
1,0,1,4.59299
6929,6929,0,0.360832
1732,1732,0,0.061872
173,173,0,0.210091
1,1,0,2.42479
6929,6929,0,0.392447
1732,1732,0,0.217636
173,173,0,0.811863
1,0,1,4.59408
6929,6929,0,0.366372
1732,1732,0,0.060491
173,173,0,0.20585
1,1,0,2.44715
6929,6929,0,1.05437
1732,1732,0,0.231752
173,173,0,0.230304
1,0,1,4.64726
6929,6929,0,0.358847
1732,1732,0,0.07538
173,173,0,0.22899
1,1,0,2.47402
6929,6929,0,0.355211
1732,1732,0,0.215291
173,173,0,0.685514
1,0,1,3.695
6929,6929,0,0.334455
1732,1732,0,0.061507
173,173,0,0.190691
1,1,0,1.86987
6929,6929,0,0.383093
1732,1732,0,0.139957
173,173,0,0.226858
1,0,1,4.74518
6929,6929,0,0.34093
1732,1732,0,0.067953
173,173,0,0.210654
1,1,0,2.47391
6929,6929,0,0.368848
1732,1732,0,0.21306
173,173,0,0.226815
1,0,1,4.85446
6929,6929,0,0.364571
1732,1732,0,0.068316
173,173,0,0.208982
1,1,0,2.5303
6929,6929,0,0.380503
1732,1732,0,0.205166
173,173,0,0.227394
1,0,1,4.57465
6929,6929,0,0.385638
1732,1732,0,0.076254
173,173,0,0.21868
1,1,0,2.43265
6929,6929,0,0.370096
1732,1732,0,0.206388
173,173,0,0.223669
1,0,1,4.25833
6929,6929,0,0.355806
1732,1732,0,0.060048
173,173,0,0.198482
1,1,0,2.15928
6929,6929,0,0.376694
1732,1732,0,0.172009
173,173,0,0.236118
1,0,1,5.39077
6929,6929,0,0.365174
1732,1732,0,0.059403
173,173,0,0.202775
1,1,0,2.58867
6929,6929,0,0.387472
1732,1732,0,0.235672
173,173,0,0.218395
1,0,1,4.77712
6929,6929,0,0.365299
1732,1732,0,0.058671
173,173,0,0.208305
1,1,0,2.46875
6929,6929,0,0.406018
1732,1732,0,0.224128
173,173,0,0.225631
1,0,1,5.29511
6929,6929,0,0.372241
1732,1732,0,0.061791
173,173,0,0.225019
1,1,0,2.53115
6929,6929,0,0.396879
1732,1732,0,0.208798
173,173,0,0.227969
1,0,1,4.96049
6929,6929,0,0.382584
1732,1732,0,0.064805
173,173,0,0.215859
1,1,0,2.55878
6929,6929,0,0.425173
1732,1732,0,0.224286
173,173,0,0.223022
1,0,1,4.70163
6929,6929,0,0.36441
1732,1732,0,0.06121
173,173,0,0.202135
1,1,0,2.30371
6929,6929,0,0.411118
1732,1732,0,0.188077
173,173,0,0.208959
1,0,1,5.1478
6929,6929,0,0.374394
1732,1732,0,0.06555
173,173,0,0.208314
1,1,0,2.68227
6929,6929,0,0.40191
1732,1732,0,0.220314
173,173,0,0.221395
1,0,1,5.35809
6929,6929,0,0.38004
1732,1732,0,0.080214
173,173,0,0.207452
1,1,0,2.61517
6929,6929,0,0.415179
1732,1732,0,0.233829
173,173,0,0.226569
1,0,1,5.32883
6929,6929,0,0.367933
1732,1732,0,0.069089
173,173,0,0.208068
1,1,0,2.61801
6929,6929,0,0.415915
1732,1732,0,0.234259
173,173,0,0.230885
1,0,1,5.21716
6929,6929,0,0.356052
1732,1732,0,0.074483
173,173,0,0.213572
1,1,0,2.66813
6929,6929,0,0.405897
1732,1732,0,0.237742
173,173,0,0.234216
1,0,1,5.27458
6929,6929,0,0.383492
1732,1732,0,0.072715
173,173,0,0.211189
1,1,0,2.63322
6929,6929,0,0.403166
1732,1732,0,0.23422
173,173,0,1.60164
1,0,1,5.16522
6929,6929,0,0.370083
1732,1732,0,0.063448
173,173,0,0.2097
1,1,0,2.67982
6929,6929,0,0.422786
1732,1732,0,0.229442
173,173,0,0.21933
1,0,1,5.51147
6929,6929,0,0.381829
1732,1732,0,0.070372
173,173,0,0.203193
1,1,0,2.84271
6929,6929,0,0.415576
1732,1732,0,0.257255
173,173,0,0.228659
1,0,1,5.52447
6929,6929,0,0.376718
1732,1732,0,0.073088
173,173,0,0.218745
1,1,0,2.80254
6929,6929,0,0.41837
1732,1732,0,0.243137
173,173,0,0.666504
1,0,1,5.7899
6929,6929,0,0.392643
1732,1732,0,0.068493
173,173,0,0.192248
1,1,0,2.54337
6929,6929,0,0.434713
1732,1732,0,0.223973
173,173,0,0.215342
1,0,1,5.18657
6929,6929,0,0.379801
1732,1732,0,0.070393
173,173,0,0.199404
1,1,0,2.44266
6929,6929,0,0.410054
1732,1732,0,0.21322
173,173,0,0.212329
1,0,1,5.89309
6929,6929,0,0.390945
1732,1732,0,0.075898
173,173,0,0.213242
1,1,0,2.94132
6929,6929,0,0.431647
1732,1732,0,0.238753
173,173,0,0.217127
1,0,1,6.1959
6929,6929,0,0.396964
1732,1732,0,0.090247
173,173,0,0.20096
1,1,0,2.70407
6929,6929,0,0.41193
1732,1732,0,0.233305
173,173,0,0.211364
1,0,1,5.51311
6929,6929,0,0.380673
1732,1732,0,0.064566
173,173,0,0.213981
1,1,0,2.75319
6929,6929,0,0.424459
1732,1732,0,0.235787
173,173,0,0.211519
1,0,1,5.76985
6929,6929,0,0.39544
1732,1732,0,0.081782
173,173,0,0.216639
1,1,0,2.81979
6929,6929,0,0.415275
1732,1732,0,0.245913
173,173,0,0.217336
1,0,1,5.93052
6929,6929,0,0.389824
1732,1732,0,0.072345
173,173,0,0.209887
1,1,0,2.78357
6929,6929,0,0.443488
1732,1732,0,0.239874
173,173,0,0.229804
1,0,1,5.69332
6929,6929,0,0.375103
1732,1732,0,0.071889
173,173,0,0.210731
1,1,0,2.81578
6929,6929,0,0.415366
1732,1732,0,0.249282
173,173,0,0.211302
1,0,1,5.87247
6929,6929,0,0.391594
1732,1732,0,0.080431
173,173,0,0.214367
1,1,0,2.81397
6929,6929,0,0.438
1732,1732,0,0.24371
173,173,0,0.214784
1,0,1,6.41078
6929,6929,0,0.383517
1732,1732,0,0.064552
173,173,0,0.209255
1,1,0,2.76643
6929,6929,0,0.422371
1732,1732,0,0.237015
173,173,0,0.210005
1,0,1,6.01807
6929,6929,0,0.393179
1732,1732,0,0.082899
173,173,0,0.230436
1,1,0,2.90521
6929,6929,0,0.434771
1732,1732,0,0.245921
173,173,0,0.715269
1,0,1,6.78843
6929,6929,0,0.368447
1732,1732,0,0.073474
173,173,0,0.217511
1,1,0,2.95402
6929,6929,0,0.429696
1732,1732,0,0.246821
173,173,0,0.213888
1,0,1,6.56666
6929,6929,0,0.382981
1732,1732,0,0.073683
173,173,0,0.211727
1,1,0,2.78399
6929,6929,0,0.433375
1732,1732,0,0.245975
173,173,0,0.212339
1,0,1,6.53077
6929,6929,0,0.389308
1732,1732,0,0.074442
173,173,0,0.215226
1,1,0,3.02971
6929,6929,0,0.43127
1732,1732,0,0.257063
173,173,0,0.223914
1,0,1,6.89442
6929,6929,0,0.422164
1732,1732,0,0.071043
173,173,0,0.199924
1,1,0,2.90194
6929,6929,0,0.434504
1732,1732,0,0.25131
173,173,0,0.207419
1,0,1,6.18025
6929,6929,0,0.394711
1732,1732,0,0.066655
173,173,0,0.209323
1,1,0,2.70292
6929,6929,0,0.43088
1732,1732,0,0.22572
173,173,0,0.218536
1,0,1,5.94733
6929,6929,0,0.411633
1732,1732,0,0.071983
173,173,0,0.222098
1,1,0,2.97512
6929,6929,0,0.445295
1732,1732,0,0.261429
173,173,0,0.222817
1,0,1,6.21555
6929,6929,0,0.445643
1732,1732,0,0.077115
173,173,0,0.217838
1,1,0,2.96409
6929,6929,0,0.445653
1732,1732,0,0.257286
173,173,0,0.235522
1,0,1,6.49039
6929,6929,0,0.401977
1732,1732,0,0.075622
173,173,0,0.209357
1,1,0,2.88787
6929,6929,0,0.440641
1732,1732,0,0.23108
173,173,0,0.221525
1,0,1,7.44816
6929,6929,0,0.394531
1732,1732,0,0.063454
173,173,0,0.212864
1,1,0,3.07532
6929,6929,0,0.433449
1732,1732,0,0.234311
173,173,0,0.217754
1,0,1,7.24408
6929,6929,0,0.387297
1732,1732,0,0.061053
173,173,0,0.216095
1,1,0,3.04188
6929,6929,0,0.446899
1732,1732,0,0.268575
173,173,0,0.226873
1,0,1,6.28147
6929,6929,0,0.396443
1732,1732,0,0.075459
173,173,0,0.209663
1,1,0,3.1284
6929,6929,0,0.440338
1732,1732,0,0.266144
173,173,0,0.221483
1,0,1,6.49565
6929,6929,0,0.407957
1732,1732,0,0.062811
173,173,0,0.216611
1,1,0,3.24658
6929,6929,0,0.443188
1732,1732,0,0.269794
173,173,0,0.210633
1,0,1,7.05158
6929,6929,0,0.407035
1732,1732,0,0.081474
173,173,0,0.218992
1,1,0,3.23303
6929,6929,0,0.465953
1732,1732,0,0.252877
173,173,0,0.231884
1,0,1,7.36772
6929,6929,0,0.404154
1732,1732,0,0.074707
173,173,0,0.671441
1,1,0,3.14846
6929,6929,0,0.461769
1732,1732,0,0.253172
173,173,0,0.222909
1,0,1,7.27513
6929,6929,0,0.408439
1732,1732,0,0.068029
173,173,0,0.221515
1,1,0,3.29432
6929,6929,0,0.452959
1732,1732,0,0.261987
173,173,0,0.219301
1,0,1,6.92771
6929,6929,0,0.408157
1732,1732,0,0.066077
173,173,0,0.206963
1,1,0,3.20277
6929,6929,0,0.467052
1732,1732,0,0.239059
173,173,0,0.222524
1,0,1,6.8062
6929,6929,0,0.420646
1732,1732,0,0.06728
173,173,0,0.215767
1,1,0,3.26944
6929,6929,0,0.462217
1732,1732,0,0.262624
173,173,0,0.224244
1,0,1,7.88988
6929,6929,0,0.418206
1732,1732,0,0.077455
173,173,0,0.212349
1,1,0,3.28162
6929,6929,0,0.466158
1732,1732,0,0.266226
173,173,0,0.226861
1,0,1,7.9039
6929,6929,0,0.397337
1732,1732,0,0.068504
173,173,0,0.204503
1,1,0,3.16068
6929,6929,0,0.461254
1732,1732,0,0.24911
173,173,0,0.230193
1,0,1,7.87536
6929,6929,0,0.411477
1732,1732,0,0.092034
173,173,0,0.207066
1,1,0,3.27597
6929,6929,0,0.452404
1732,1732,0,0.284539
173,173,0,0.21266
1,0,1,7.03418
6929,6929,0,0.403668
1732,1732,0,0.067751
173,173,0,0.25211
1,1,0,3.24184
6929,6929,0,0.467426
1732,1732,0,0.282302
173,173,0,0.246485
1,0,1,6.45922
6929,6929,0,0.413642
1732,1732,0,0.073311
173,173,0,0.214661
1,1,0,2.42352
6929,6929,0,0.456783
1732,1732,0,0.178286
173,173,0,0.210893
1,0,1,7.13675
6929,6929,0,0.417506
1732,1732,0,0.07571
173,173,0,0.227456
1,1,0,3.51186
6929,6929,0,0.481552
1732,1732,0,0.269645
173,173,0,0.232081
1,0,1,7.64435
6929,6929,0,0.438366
1732,1732,0,0.08507
173,173,0,0.247418
1,1,0,3.37313
6929,6929,0,0.486239
1732,1732,0,0.255695
173,173,0,0.272842
1,0,1,6.57604
6929,6929,0,0.412695
1732,1732,0,0.072861
173,173,0,0.218536
1,1,0,2.482
6929,6929,0,0.452424
1732,1732,0,0.180703
173,173,0,0.217421
1,0,1,7.69649
6929,6929,0,0.438674
1732,1732,0,0.078467
173,173,0,0.234867
1,1,0,4.18307
6929,6929,0,0.50548
1732,1732,0,0.299537
173,173,0,0.246152
1,0,1,7.99033
6929,6929,0,0.454266
1732,1732,0,0.07605
173,173,0,0.246545
1,1,0,3.49987
6929,6929,0,0.514696
1732,1732,0,0.297084
173,173,0,0.722648
1,0,1,7.51862
6929,6929,0,0.433469
1732,1732,0,0.07762
173,173,0,0.224647
1,1,0,3.42825
6929,6929,0,0.488647
1732,1732,0,0.257717
173,173,0,0.221239
1,0,1,8.34556
6929,6929,0,0.41508
1732,1732,0,0.080444
173,173,0,0.25086
1,1,0,3.38268
6929,6929,0,0.503335
1732,1732,0,0.269194
173,173,0,0.222687
1,0,1,7.15871
6929,6929,0,0.423403
1732,1732,0,0.086196
173,173,0,0.220408
1,1,0,3.38196
6929,6929,0,0.497549
1732,1732,0,0.273417
173,173,0,0.228314
1,0,1,8.40522
6929,6929,0,0.437983
1732,1732,0,0.083156
173,173,0,0.226804
1,1,0,3.69225
6929,6929,0,0.490257
1732,1732,0,0.26694
173,173,0,0.231344
1,0,1,8.86465
6929,6929,0,0.438369
1732,1732,0,0.07889
173,173,0,0.249421
1,1,0,3.4293
6929,6929,0,0.496103
1732,1732,0,0.255734
173,173,0,0.229685
1,0,1,8.50967
6929,6929,0,0.440119
1732,1732,0,0.070821
173,173,0,0.233348
1,1,0,3.40842
6929,6929,0,0.482063
1732,1732,0,0.258751
173,173,0,0.221097
1,0,1,8.38224
6929,6929,0,2.48042
1732,1732,0,0.088322
173,173,0,0.22856
1,1,0,4.08148
6929,6929,0,0.488506
1732,1732,0,0.309464
173,173,0,0.245753
1,0,1,7.94627
6929,6929,0,0.881294
1732,1732,0,0.083824
173,173,0,0.233714
1,1,0,3.57674
6929,6929,0,0.502531
1732,1732,0,0.261047
173,173,0,0.222839
1,0,1,8.53445
6929,6929,0,0.435647
1732,1732,0,0.082122
173,173,0,0.22499
1,1,0,3.51286
6929,6929,0,0.504689
1732,1732,0,0.258179
173,173,0,0.229404
1,0,1,7.71848
6929,6929,0,0.427698
1732,1732,0,0.065263
173,173,0,0.230153
1,1,0,3.54297
6929,6929,0,0.490363
1732,1732,0,0.26012
173,173,0,0.213351
1,0,1,8.16992
6929,6929,0,0.425523
1732,1732,0,0.078823
173,173,0,0.213677
1,1,0,3.62099
6929,6929,0,1.00113
1732,1732,0,0.305597
173,173,0,0.243594
1,0,1,8.88002
6929,6929,0,0.439285
1732,1732,0,0.09105
173,173,0,0.22656
1,1,0,3.66904
6929,6929,0,0.507339
1732,1732,0,0.279135
173,173,0,0.237199
1,0,1,7.98032
6929,6929,0,0.421559
1732,1732,0,0.078798
173,173,0,0.235077
1,1,0,3.64112
6929,6929,0,0.515754
1732,1732,0,0.267552
173,173,0,0.231263
1,0,1,9.38772
6929,6929,0,0.439898
1732,1732,0,0.073896
173,173,0,0.219306
1,1,0,3.59481
6929,6929,0,0.492356
1732,1732,0,0.249769
173,173,0,0.224847
1,0,1,8.00825
6929,6929,0,0.485244
1732,1732,0,0.065903
173,173,0,0.233898
1,1,0,3.65301
6929,6929,0,0.482584
1732,1732,0,0.262057
173,173,0,0.227144
1,0,1,10.6097
6929,6929,0,0.463664
1732,1732,0,0.084286
173,173,0,0.23012
1,1,0,3.79509
6929,6929,0,0.510469
1732,1732,0,0.265925
173,173,0,0.233478
1,0,1,10.4255
6929,6929,0,0.452117
1732,1732,0,0.085607
173,173,0,0.20947
1,1,0,3.76579
6929,6929,0,0.499741
1732,1732,0,0.2664
173,173,0,0.222308
1,0,1,8.51645
6929,6929,0,0.429715
1732,1732,0,0.089459
173,173,0,0.227476
1,1,0,3.65782
6929,6929,0,0.507772
1732,1732,0,0.281219
173,173,0,0.241609
1,0,1,8.41828
6929,6929,0,0.452085
1732,1732,0,0.080409
173,173,0,0.216369
1,1,0,3.87458
6929,6929,0,0.50218
1732,1732,0,0.298791
173,173,0,0.228535
1,0,1,8.59781
6929,6929,0,0.439486
1732,1732,0,0.076532
173,173,0,0.230547
1,1,0,3.74697
6929,6929,0,0.492969
1732,1732,0,0.255317
173,173,0,0.234068
1,0,1,10.2957
6929,6929,0,0.445977
1732,1732,0,0.079293
173,173,0,0.225859
1,1,0,3.73086
6929,6929,0,0.499727
1732,1732,0,0.259844
173,173,0,0.225802
1,0,1,9.03664
6929,6929,0,0.441373
1732,1732,0,0.078527
173,173,0,0.213305
1,1,0,3.73938
6929,6929,0,0.494313
1732,1732,0,0.275013
173,173,0,0.226577
1,0,1,9.43688
6929,6929,0,0.457097
1732,1732,0,0.075875
173,173,0,0.222779
1,1,0,3.80301
6929,6929,0,0.536168
1732,1732,0,0.273181
173,173,0,0.235727
1,0,1,10.9624
6929,6929,0,0.433023
1732,1732,0,0.08592
173,173,0,0.206484
1,1,0,3.75485
6929,6929,0,0.509898
1732,1732,0,0.280347
173,173,0,0.23956
1,0,1,10.2754
6929,6929,0,0.450153
1732,1732,0,0.086331
173,173,0,0.239902
1,1,0,3.87072
6929,6929,0,0.515525
1732,1732,0,0.26905
173,173,0,0.236714
1,0,1,10.9121
6929,6929,0,0.45613
1732,1732,0,0.074887
173,173,0,0.231205
1,1,0,3.88343
6929,6929,0,0.514091
1732,1732,0,0.283151
173,173,0,0.836019
1,0,1,9.20148
6929,6929,0,0.461085
1732,1732,0,0.061352
173,173,0,4.21646
1,1,0,8.84335
6929,6929,0,1.39988
1732,1732,0,4.04408
173,173,0,0.252603
1,0,1,9.17652
6929,6929,0,0.43644
1732,1732,0,0.088152
173,173,0,0.237964
1,1,0,3.78937
6929,6929,0,0.515244
1732,1732,0,0.204511
173,173,0,0.237552
1,0,1,9.92651
6929,6929,0,0.415192
1732,1732,0,0.098755
173,173,0,0.70715
1,1,0,4.18271
6929,6929,0,0.490495
1732,1732,0,0.230869
173,173,0,0.237729
1,0,1,9.17304
6929,6929,0,0.413782
1732,1732,0,0.079699
173,173,0,0.226902
1,1,0,3.79007
6929,6929,0,0.490651
1732,1732,0,0.25138
173,173,0,0.242243
1,0,1,9.3435
6929,6929,0,0.426494
1732,1732,0,0.09075
173,173,0,0.233955
1,1,0,3.91971
6929,6929,0,0.520486
1732,1732,0,0.291888
173,173,0,0.233497
1,0,1,9.59996
6929,6929,0,0.420695
1732,1732,0,0.08547
173,173,0,0.233546
1,1,0,4.03902
6929,6929,0,0.490383
1732,1732,0,0.292556
173,173,0,0.225811
1,0,1,8.83311
6929,6929,0,0.438154
1732,1732,0,0.07224
173,173,0,0.241509
1,1,0,3.99195
