rows,inserts,deletes,duration_ms
6929,6929,0,0.271437
1732,1732,0,0.043111
173,173,0,0.132027
6929,6929,0,0.297187
1732,1732,0,0.043974
173,173,0,0.13276
6929,6929,0,0.284974
1732,1732,0,0.039668
173,173,0,0.134819
6929,6929,0,7.76879
1732,1732,0,0.040962
173,173,0,0.161749
6929,6929,0,0.27332
1732,1732,0,0.051441
173,173,0,0.153987
6929,6929,0,0.266982
1732,1732,0,0.065121
173,173,0,0.152838
6929,6929,0,0.275155
1732,1732,0,0.055091
173,173,0,0.144376
6929,6929,0,0.256774
1732,1732,0,0.041471
173,173,0,0.141273
6929,6929,0,0.2474
1732,1732,0,0.044913
173,173,0,0.146987
6929,6929,0,0.25292
1732,1732,0,0.041791
173,173,0,0.145314
6929,6929,0,0.255249
1732,1732,0,0.077833
173,173,0,0.144487
6929,6929,0,0.281495
1732,1732,0,0.043117
173,173,0,0.14213
6929,6929,0,0.262778
1732,1732,0,0.041398
173,173,0,1.23693
6929,6929,0,0.26284
1732,1732,0,1.45185
173,173,0,0.146765
6929,6929,0,0.279206
1732,1732,0,0.044178
173,173,0,0.135807
6929,6929,0,0.253156
1732,1732,0,0.047898
173,173,0,0.161694
6929,6929,0,0.271354
1732,1732,0,0.041667
173,173,0,0.150654
6929,6929,0,0.268584
1732,1732,0,0.046916
173,173,0,0.137406
6929,6929,0,0.270007
1732,1732,0,0.043767
173,173,0,0.142074
6929,6929,0,0.277278
1732,1732,0,0.037176
173,173,0,0.131401
6929,6929,0,0.260672
1732,1732,0,0.042997
173,173,0,0.133985
6929,6929,0,0.258766
1732,1732,0,0.048939
173,173,0,0.135494
6929,6929,0,0.258852
1732,1732,0,0.039864
173,173,0,0.133626
6929,6929,0,0.268008
1732,1732,0,0.043792
173,173,0,0.136298
6929,6929,0,0.275437
1732,1732,0,0.04169
173,173,0,0.135687
6929,6929,0,0.257892
1732,1732,0,0.043679
173,173,0,0.136187
6929,6929,0,0.277588
1732,1732,0,0.037861
173,173,0,0.140883
6929,6929,0,0.262116
1732,1732,0,0.04481
173,173,0,0.136831
6929,6929,0,0.25921
1732,1732,0,0.040946
173,173,0,0.13393
6929,6929,0,0.261369
1732,1732,0,0.042004
173,173,0,0.139059
6929,6929,0,0.266034
1732,1732,0,0.040015
173,173,0,0.138312
6929,6929,0,0.282425
1732,1732,0,0.045139
173,173,0,0.134776
6929,6929,0,0.28789
1732,1732,0,0.050024
173,173,0,0.136994
6929,6929,0,0.298198
1732,1732,0,0.039986
173,173,0,0.14811
6929,6929,0,0.304441
1732,1732,0,0.049846
173,173,0,0.146065
6929,6929,0,0.307447
1732,1732,0,0.050827
173,173,0,0.137874
6929,6929,0,0.270114
1732,1732,0,0.044104
173,173,0,0.1368
6929,6929,0,0.275858
1732,1732,0,0.039519
173,173,0,0.136021
6929,6929,0,0.289052
1732,1732,0,0.041252
173,173,0,0.16071
6929,6929,0,0.297895
1732,1732,0,0.044537
173,173,0,0.147057
6929,6929,0,0.298768
1732,1732,0,0.043829
173,173,0,0.140703
6929,6929,0,0.311284
1732,1732,0,0.045647
173,173,0,0.140223
6929,6929,0,0.287009
1732,1732,0,0.045186
173,173,0,0.137244
6929,6929,0,0.292482
